# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 8.0.0 Manufacturer: HUAWEI Model: VKY-TL00
# 
# ElapsedRealtimeMillis,UtcTimeMillis,Svid,Cn0DbHz,angleZ,angleX,angleY
# 
282360904,1222628497000,27,37.789794921875,155.95972,-83.65952,67.90577
282360904,1222628497000,30,8.932558059692383,155.95972,-83.65952,67.90577
282361891,1222628498000,2,33.301185607910156,143.88844,-85.711105,22.796522
282361891,1222628498000,5,35.61292266845703,143.88844,-85.711105,22.796522
282361892,1222628498000,7,22.311294555664062,143.88844,-85.711105,22.796522
282361892,1222628498000,8,7.0,143.88844,-85.711105,22.796522
282361892,1222628498000,9,10.579050064086914,143.88844,-85.711105,22.796522
282361892,1222628498000,13,30.31856918334961,143.88844,-85.711105,22.796522
282361892,1222628498000,15,23.77401351928711,143.88844,-85.711105,22.796522
282361892,1222628498000,21,11.267328262329102,143.88844,-85.711105,22.796522
282361892,1222628498000,27,7.194452285766602,143.88844,-85.711105,22.796522
282361892,1222628498000,28,34.463645935058594,143.88844,-85.711105,22.796522
282361892,1222628498000,30,33.47073745727539,143.88844,-85.711105,22.796522
282361893,1222628498000,2,27.913650512695312,143.88844,-85.711105,22.796522
282361893,1222628498000,18,24.176410675048828,143.88844,-85.711105,22.796522
282361893,1222628498000,98,7.0,143.88844,-85.711105,22.796522
282361893,1222628498000,12,35.70128631591797,143.88844,-85.711105,22.796522
282361893,1222628498000,11,37.455787658691406,143.88844,-85.711105,22.796522
282361893,1222628498000,1,33.04364013671875,143.88844,-85.711105,22.796522
282361893,1222628498000,19,12.038888931274414,143.88844,-85.711105,22.796522
282361893,1222628498000,17,23.100345611572266,143.88844,-85.711105,22.796522
282361893,1222628498000,8,33.109439849853516,143.88844,-85.711105,22.796522
282361893,1222628498000,5,7.0,143.88844,-85.711105,22.796522
282361893,1222628498000,10,10.35769271850586,143.88844,-85.711105,22.796522
282361893,1222628498000,1,17.04199981689453,143.88844,-85.711105,22.796522
282361893,1222628498000,4,24.781103134155273,143.88844,-85.711105,22.796522
282361894,1222628498000,12,24.541471481323242,143.88844,-85.711105,22.796522
282361894,1222628498000,19,33.9323844909668,143.88844,-85.711105,22.796522
282361894,1222628498000,27,36.174827575683594,143.88844,-85.711105,22.796522
282361894,1222628498000,30,14.336597442626953,143.88844,-85.711105,22.796522
282362890,1222628499000,2,31.271589279174805,179.46109,-85.11096,33.86369
282362890,1222628499000,5,36.91962432861328,179.46109,-85.11096,33.86369
282362890,1222628499000,7,30.735149383544922,179.46109,-85.11096,33.86369
282362890,1222628499000,8,7.0,179.46109,-85.11096,33.86369
282362890,1222628499000,9,9.718816757202148,179.46109,-85.11096,33.86369
282362890,1222628499000,13,37.07855224609375,179.46109,-85.11096,33.86369
282362890,1222628499000,15,21.184223175048828,179.46109,-85.11096,33.86369
282362890,1222628499000,21,12.13493537902832,179.46109,-85.11096,33.86369
282362891,1222628499000,27,7.0,179.46109,-85.11096,33.86369
282362891,1222628499000,28,35.49898147583008,179.46109,-85.11096,33.86369
282362891,1222628499000,30,31.39706802368164,179.46109,-85.11096,33.86369
282362891,1222628499000,2,27.425678253173828,179.46109,-85.11096,33.86369
282362891,1222628499000,18,26.145856857299805,179.46109,-85.11096,33.86369
282362891,1222628499000,98,7.0,179.46109,-85.11096,33.86369
282362891,1222628499000,12,34.56605911254883,179.46109,-85.11096,33.86369
282362892,1222628499000,11,37.024658203125,179.46109,-85.11096,33.86369
282362892,1222628499000,1,30.959287643432617,179.46109,-85.11096,33.86369
